,auth_dt,state_name,purchase_category_nm,online_part,online_regarding_avg,offline_regarding_avg,total_regarding_avg,coronaindex,day,month,year
726153,06-09-2021,Республика Бурятия,АРЕНДА АВТО,50.0,428.0,248.56,314.0,7.6,6,9,2021
804621,10-09-2021,Республика Бурятия,КНИГИ,4.0,163.0,643.98,576.0,10.0,10,9,2021
814786,27-09-2021,Республика Бурятия,АРЕНДА АВТО,16.67,209.0,606.64,460.0,4.1,27,9,2021
832020,24-09-2021,Республика Бурятия,КИНО,22.22,1531.0,139.51,175.0,4.1,24,9,2021
858161,04-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,52.38,230.0,193.91,211.0,10.0,4,9,2021
863399,06-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,50.86,76.0,68.07,72.0,2.8,6,9,2021
873177,14-09-2021,Республика Бурятия,ФОТО/ВИДЕО,66.67,287.0,300.8,291.0,10.0,14,9,2021
893756,12-09-2021,Республика Бурятия,DUTY FREE,0.0,,63.41,63.0,0.8,12,9,2021
913780,09-09-2021,Республика Бурятия,КРАСОТА,11.11,72.0,232.81,187.0,10.0,9,9,2021
922389,05-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,105.57,54.0,3.8,5,9,2021
929441,12-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,229.08,229.0,9.1,12,9,2021
976028,03-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,186.56,177.0,5.3,3,9,2021
1148215,08-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,40.0,62.0,232.07,111.0,6.8,8,9,2021
1195886,26-09-2021,Республика Бурятия,СПОРТТОВАРЫ,1.3,162.0,342.16,337.0,6.5,26,9,2021
1205055,14-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.79,154.0,169.64,170.0,9.1,14,9,2021
1207478,07-09-2021,Республика Бурятия,ФАСТФУД,4.35,1966.0,316.33,328.0,10.0,7,9,2021
1217554,07-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,61.54,249.0,387.47,289.0,8.7,7,9,2021
1223216,10-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,324.15,324.0,9.6,10,9,2021
1224937,21-09-2021,Республика Бурятия,КНИГИ,5.88,161.0,423.9,387.0,10.0,21,9,2021
1273105,15-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,17.71,124.0,699.51,384.0,10.0,15,9,2021
1275277,30-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,1627.33,526.0,10.0,30,9,2021
1296524,26-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,44.44,202.0,306.94,249.0,8.4,26,9,2021
1308148,21-09-2021,Республика Бурятия,ОТЕЛИ,53.13,884.0,193.89,331.0,9.3,21,9,2021
1308151,26-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,742.99,240.0,6.6,26,9,2021
1324302,05-09-2021,Республика Бурятия,ТОПЛИВО,0.41,,233.31,234.0,8.3,5,9,2021
1330014,11-09-2021,Республика Бурятия,DUTY FREE,0.0,,634.32,634.0,3.1,11,9,2021
1333029,07-09-2021,Республика Бурятия,МЕД. УСЛУГИ,1.25,905.0,280.46,283.0,10.0,7,9,2021
1335060,23-09-2021,Республика Бурятия,МУЗЫКА,33.33,55.0,103.14,80.0,4.2,23,9,2021
1356405,01-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",8.66,454.0,286.58,296.0,9.1,1,9,2021
1364992,03-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,457.69,148.0,10.0,3,9,2021
1386191,29-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,69.57,115.0,74.97,99.0,7.5,29,9,2021
1395054,01-09-2021,Республика Бурятия,АРЕНДА АВТО,100.0,431.0,0.0,158.0,4.8,1,9,2021
1395365,13-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,2.56,318.0,264.7,266.0,10.0,13,9,2021
1410866,01-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,33.33,462.0,856.94,667.0,10.0,1,9,2021
1414657,28-09-2021,Республика Бурятия,АРЕНДА АВТО,33.33,209.0,242.42,230.0,7.4,28,9,2021
1431196,05-09-2021,Республика Бурятия,КНИГИ,6.9,329.0,730.48,674.0,10.0,5,9,2021
1439675,22-09-2021,Республика Бурятия,СУВЕНИРЫ,16.67,582.0,151.76,173.0,5.2,22,9,2021
1442901,22-09-2021,Республика Бурятия,НКО,50.0,54.0,31.31,40.0,2.8,22,9,2021
1447919,25-09-2021,Республика Бурятия,ГОС. СБОРЫ,53.33,120.0,222.79,153.0,7.4,25,9,2021
1449011,11-09-2021,Республика Бурятия,ФАСТФУД,5.53,3421.0,427.04,449.0,10.0,11,9,2021
1455267,17-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,85.71,184.0,76.39,153.0,6.5,17,9,2021
1463378,23-09-2021,Республика Бурятия,КРАСОТА,16.46,115.0,236.0,201.0,9.7,23,9,2021
1471259,04-09-2021,Республика Бурятия,ГОС. СБОРЫ,62.5,153.0,195.88,167.0,6.8,4,9,2021
1472817,19-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,296.56,293.0,8.3,19,9,2021
1473204,26-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,36.87,83.0,131.85,108.0,3.5,26,9,2021
1476279,07-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.0,0.0,186.2,185.0,8.3,7,9,2021
1476757,26-09-2021,Республика Бурятия,ЦВЕТЫ,8.7,1247.0,479.13,506.0,1.9,26,9,2021
1483348,08-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,70.75,423.0,286.68,371.0,9.0,8,9,2021
1483351,18-09-2021,Республика Бурятия,АВТО УСЛУГИ,3.52,207.0,301.46,297.0,8.8,18,9,2021
1491657,06-09-2021,Республика Бурятия,АВТО УСЛУГИ,9.09,500.0,265.87,278.0,8.1,6,9,2021
1492516,08-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,291.43,291.0,10.0,8,9,2021
1504522,18-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",6.68,533.0,277.77,287.0,8.9,18,9,2021
1528398,18-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,448.8,145.0,9.7,18,9,2021
1534148,17-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.98,893.0,353.43,356.0,10.0,17,9,2021
1534293,09-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,2.5,9,9,2021
1537015,12-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,29.63,81.0,98.71,93.0,6.1,12,9,2021
1537908,20-09-2021,Республика Бурятия,ТОПЛИВО,0.36,,261.18,262.0,8.9,20,9,2021
1563646,01-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,218.39,208.0,6.1,1,9,2021
1571083,22-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",8.4,514.0,209.35,220.0,7.6,22,9,2021
1580166,17-09-2021,Республика Бурятия,КРАСОТА,20.48,152.0,237.32,213.0,9.8,17,9,2021
1585565,08-09-2021,Республика Бурятия,КРАСОТА,13.98,117.0,291.32,241.0,10.0,8,9,2021
1592132,01-09-2021,Республика Бурятия,КИНО,14.29,788.0,123.17,140.0,3.8,1,9,2021
1598269,03-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,60.98,284.0,297.9,289.0,10.0,3,9,2021
1598941,10-09-2021,Республика Бурятия,НКО,57.14,73.0,31.76,47.0,2.8,10,9,2021
1599800,29-09-2021,Республика Бурятия,DUTY FREE,0.0,,248.96,249.0,2.6,29,9,2021
1605304,27-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,77.78,213.0,151.56,196.0,5.9,27,9,2021
1615398,06-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,0.2,6,9,2021
1617630,18-09-2021,Республика Бурятия,СПОРТТОВАРЫ,4.84,489.0,267.42,273.0,7.7,18,9,2021
1624258,08-09-2021,Республика Бурятия,DUTY FREE,0.0,,254.77,255.0,0.8,8,9,2021
1624259,09-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,154.27,147.0,4.8,9,9,2021
1624261,16-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,300.28,300.0,10.0,16,9,2021
1627678,25-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,225.57,225.0,9.1,25,9,2021
1630099,20-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",30.12,309.0,310.36,310.0,10.0,20,9,2021
1631167,02-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,275.36,275.0,9.9,2,9,2021
1642955,29-09-2021,Республика Бурятия,МЕД. УСЛУГИ,3.36,4416.0,498.67,514.0,10.0,29,9,2021
1644536,27-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",10.55,769.0,243.38,262.0,7.2,27,9,2021
1652240,25-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,211.97,201.0,5.9,25,9,2021
1655783,14-09-2021,Республика Бурятия,ЦВЕТЫ,45.0,5681.0,254.02,446.0,1.6,14,9,2021
1657406,05-09-2021,Республика Бурятия,ЦВЕТЫ,7.69,639.0,280.67,293.0,1.3,5,9,2021
1659475,23-09-2021,Республика Бурятия,АРЕНДА АВТО,66.67,419.0,121.62,231.0,5.8,23,9,2021
1669116,02-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",35.56,202.0,158.8,172.0,10.0,2,9,2021
1669126,18-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,260.42,260.0,9.3,18,9,2021
1675241,15-09-2021,Республика Бурятия,КРАСОТА,19.28,143.0,241.53,213.0,10.0,15,9,2021
1683033,06-09-2021,Республика Бурятия,ФОТО/ВИДЕО,16.67,73.0,760.39,295.0,10.0,6,9,2021
1687689,20-09-2021,Республика Бурятия,DUTY FREE,0.0,,125.55,126.0,3.0,20,9,2021
1688027,13-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",24.53,162.0,215.93,200.0,10.0,13,9,2021
1688754,10-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,30.3,207.0,442.08,329.0,10.0,10,9,2021
1692363,19-09-2021,Республика Бурятия,РЕСТОРАНЫ,1.25,305.0,211.58,212.0,7.5,19,9,2021
1695284,02-09-2021,Республика Бурятия,ЦВЕТЫ,7.14,641.0,305.1,317.0,1.2,2,9,2021
1695291,16-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",37.25,235.0,171.78,191.0,10.0,16,9,2021
1697560,04-09-2021,Республика Бурятия,СУВЕНИРЫ,11.11,596.0,248.49,266.0,7.0,4,9,2021
1698634,06-09-2021,Республика Бурятия,КИНО,16.67,783.0,101.97,119.0,3.5,6,9,2021
1699012,20-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.94,891.0,366.73,369.0,10.0,20,9,2021
1705941,07-09-2021,Республика Бурятия,АРЕНДА АВТО,27.27,641.0,992.58,863.0,5.9,7,9,2021
1708914,29-09-2021,Республика Бурятия,ОТЕЛИ,49.33,637.0,162.55,257.0,7.4,29,9,2021
1710146,22-09-2021,Республика Бурятия,ФАСТФУД,5.64,2652.0,324.4,341.0,10.0,22,9,2021
1711206,28-09-2021,Республика Бурятия,КРАСОТА,27.27,186.0,199.57,196.0,8.7,28,9,2021
1711359,03-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",9.76,675.0,232.89,249.0,8.4,3,9,2021
1715355,06-09-2021,Республика Бурятия,МЕД. УСЛУГИ,7.48,7256.0,352.05,379.0,10.0,6,9,2021
1715796,01-09-2021,Республика Бурятия,ТРАНСПОРТ,41.46,310.0,303.43,306.0,10.0,1,9,2021
1719875,24-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",25.49,160.0,202.32,189.0,9.6,24,9,2021
1722863,25-09-2021,Республика Бурятия,ТОПЛИВО,0.39,,239.9,241.0,8.8,25,9,2021
1725245,03-09-2021,Республика Бурятия,КНИГИ,3.23,165.0,812.9,721.0,10.0,3,9,2021
1727498,03-09-2021,Республика Бурятия,МЕД. УСЛУГИ,6.16,8189.0,488.73,519.0,10.0,3,9,2021
1727504,12-09-2021,Республика Бурятия,КИНО,16.67,1554.0,202.35,237.0,5.8,12,9,2021
1731440,26-09-2021,Республика Бурятия,ГОС. СБОРЫ,81.25,194.0,95.49,163.0,3.7,26,9,2021
1735397,23-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,15.28,80.0,535.76,286.0,10.0,23,9,2021
1735490,11-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,36.36,124.0,539.29,243.0,5.8,11,9,2021
1739242,29-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,592.39,191.0,10.0,29,9,2021
1740375,08-09-2021,Республика Бурятия,Ж/Д БИЛЕТЫ,80.77,155.0,54.8,115.0,10.0,8,9,2021
1740931,01-09-2021,Республика Бурятия,НКО,75.0,139.0,26.82,68.0,3.0,1,9,2021
1740935,18-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,71.43,154.0,152.72,153.0,6.7,18,9,2021
1745002,26-09-2021,Республика Бурятия,ТОПЛИВО,0.0,,225.7,226.0,8.5,26,9,2021
1747669,23-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",5.97,270.0,255.17,256.0,8.5,23,9,2021
1755643,28-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,22.37,168.0,301.3,256.0,9.5,28,9,2021
1759472,10-09-2021,Республика Бурятия,ТОПЛИВО,0.34,,281.52,282.0,9.8,10,9,2021
1764628,10-09-2021,Республика Бурятия,МЕД. УСЛУГИ,2.61,2703.0,395.65,405.0,10.0,10,9,2021
1766165,25-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,78.57,336.0,227.53,305.0,7.8,25,9,2021
1770330,09-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,209.85,108.0,4.3,9,9,2021
1770340,28-09-2021,Республика Бурятия,СПОРТТОВАРЫ,6.38,485.0,197.73,205.0,5.0,28,9,2021
1770640,16-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,2.66,327.0,262.03,263.0,10.0,16,9,2021
1772805,10-09-2021,Республика Бурятия,ФОТО/ВИДЕО,0.0,0.0,2719.38,878.0,10.0,10,9,2021
1774523,29-09-2021,Республика Бурятия,СПОРТТОВАРЫ,8.11,484.0,152.56,162.0,4.0,29,9,2021
1775340,06-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",39.73,365.0,239.72,278.0,10.0,6,9,2021
1775343,21-09-2021,Республика Бурятия,ГОС. СБОРЫ,63.33,285.0,351.48,306.0,10.0,21,9,2021
1777475,17-09-2021,Республика Бурятия,ГОС. СБОРЫ,66.67,271.0,288.5,276.0,10.0,17,9,2021
1780437,03-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,268.85,265.0,9.2,3,9,2021
1782003,16-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,103.85,53.0,3.1,16,9,2021
1784228,30-09-2021,Республика Бурятия,КИНО,21.43,2286.0,218.22,271.0,7.1,30,9,2021
1790640,14-09-2021,Республика Бурятия,DUTY FREE,,,0.0,0.0,0.8,14,9,2021
1793570,22-09-2021,Республика Бурятия,ОТЕЛИ,28.85,260.0,159.17,179.0,8.4,22,9,2021
1798397,12-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",6.23,554.0,311.17,320.0,8.7,12,9,2021
1798702,21-09-2021,Республика Бурятия,ТОПЛИВО,0.38,,251.32,252.0,9.0,21,9,2021
1803428,01-09-2021,Республика Бурятия,СПОРТТОВАРЫ,2.56,167.0,176.24,176.0,5.8,1,9,2021
1804548,26-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",8.39,384.0,250.97,258.0,7.0,26,9,2021
1811142,27-09-2021,Республика Бурятия,КРАСОТА,19.32,151.0,253.28,224.0,8.9,27,9,2021
1813605,25-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,102.98,53.0,4.2,25,9,2021
1814010,16-09-2021,Республика Бурятия,ГОС. СБОРЫ,62.07,271.0,353.07,297.0,9.3,16,9,2021
1814382,11-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,62.5,309.0,303.93,307.0,10.0,11,9,2021
1815779,14-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,45.45,516.0,574.04,546.0,10.0,14,9,2021
1817893,01-09-2021,Республика Бурятия,ОТЕЛИ,21.95,160.0,141.49,145.0,6.6,1,9,2021
1819253,18-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,155.52,80.0,5.4,18,9,2021
1823553,18-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,182.93,174.0,5.3,18,9,2021
1825280,07-09-2021,Республика Бурятия,КРАСОТА,50.88,525.0,204.29,296.0,10.0,7,9,2021
1826540,15-09-2021,Республика Бурятия,НКО,77.78,190.0,31.54,90.0,2.8,15,9,2021
1834805,15-09-2021,Республика Бурятия,СПОРТТОВАРЫ,3.57,163.0,122.73,124.0,6.2,15,9,2021
1835971,24-09-2021,Республика Бурятия,ГОС. СБОРЫ,69.7,344.0,318.35,336.0,9.4,24,9,2021
1835973,27-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,51.11,469.0,415.56,441.0,10.0,27,9,2021
1839293,19-09-2021,Республика Бурятия,ФАСТФУД,6.44,3148.0,334.69,355.0,10.0,19,9,2021
1839817,29-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,38.71,244.0,358.0,303.0,10.0,29,9,2021
1840375,05-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,37.74,148.0,296.67,215.0,7.3,5,9,2021
1849590,17-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,55.17,657.0,495.04,573.0,10.0,17,9,2021
1855030,22-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,328.6,328.0,10.0,22,9,2021
1856746,18-09-2021,Республика Бурятия,НКО,50.0,54.0,31.45,40.0,3.0,18,9,2021
1858281,09-09-2021,Республика Бурятия,"ДОМ, РЕМОНТ",7.7,492.0,353.2,361.0,9.5,9,9,2021
1861142,15-09-2021,Республика Бурятия,СУВЕНИРЫ,20.0,586.0,122.31,145.0,4.0,15,9,2021
1863924,17-09-2021,Республика Бурятия,ФОТО/ВИДЕО,42.86,214.0,598.61,338.0,10.0,17,9,2021
1864227,20-09-2021,Республика Бурятия,ИСКУССТВО,0.0,0.0,10448.94,4702.0,1.3,20,9,2021
1871782,30-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,44.59,124.0,142.88,134.0,2.8,30,9,2021
1874040,05-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,55.81,93.0,68.18,80.0,2.5,5,9,2021
1876113,12-09-2021,Республика Бурятия,СЕРВИС. УСЛУГИ,26.19,81.0,276.07,169.0,7.9,12,9,2021
1878042,15-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",21.67,161.0,252.62,225.0,10.0,15,9,2021
1878287,27-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.8,885.0,430.48,432.0,10.0,27,9,2021
1881439,14-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,122.61,117.0,5.6,14,9,2021
1885579,27-09-2021,Республика Бурятия,ГОС. СБОРЫ,38.89,209.0,699.65,366.0,10.0,27,9,2021
1886851,02-09-2021,Республика Бурятия,ФАСТФУД,5.42,2722.0,347.42,365.0,10.0,2,9,2021
1887244,16-09-2021,Республика Бурятия,ТРАНСПОРТ,35.56,285.0,358.9,329.0,10.0,16,9,2021
1892132,01-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,46.71,92.0,97.36,95.0,3.4,1,9,2021
1892572,23-09-2021,Республика Бурятия,ГОС. СБОРЫ,86.96,599.0,191.27,468.0,9.7,23,9,2021
1897568,11-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,48.04,493.0,275.43,350.0,7.3,11,9,2021
1902695,12-09-2021,Республика Бурятия,СУВЕНИРЫ,0.0,0.0,184.51,175.0,5.4,12,9,2021
1903683,16-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,2.5,16,9,2021
1903943,19-09-2021,Республика Бурятия,ТОПЛИВО,0.38,,248.2,249.0,8.6,19,9,2021
1907119,01-09-2021,Республика Бурятия,DUTY FREE,0.0,,64.33,64.0,0.8,1,9,2021
1909793,03-09-2021,Республика Бурятия,МУЗЫКА,0.0,0.0,105.73,54.0,5.0,3,9,2021
1910224,16-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",10.1,679.0,225.72,242.0,7.5,16,9,2021
1918662,23-09-2021,Республика Бурятия,ФАСТФУД,5.47,2650.0,334.73,352.0,10.0,23,9,2021
1922162,01-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,57.69,153.0,57.98,90.0,5.6,1,9,2021
1925865,17-09-2021,Республика Бурятия,ТУРАГЕНТСТВА,42.11,319.0,226.72,258.0,10.0,17,9,2021
1925866,18-09-2021,Республика Бурятия,АВИАБИЛЕТЫ,36.22,58.0,95.15,77.0,2.6,18,9,2021
1927394,05-09-2021,Республика Бурятия,НКО,28.57,37.0,53.37,47.0,2.6,5,9,2021
1927952,29-09-2021,Республика Бурятия,ЖИВОТНЫЕ,0.0,0.0,293.61,290.0,9.3,29,9,2021
1928939,18-09-2021,Республика Бурятия,АРЕНДА АВТО,50.0,210.0,122.26,155.0,6.9,18,9,2021
1930010,30-09-2021,Республика Бурятия,АВТО УСЛУГИ,6.64,486.0,363.45,370.0,9.1,30,9,2021
1932420,10-09-2021,Республика Бурятия,РЕСТОРАНЫ,0.0,0.0,270.49,268.0,9.8,10,9,2021
1932736,11-09-2021,Республика Бурятия,КРАСОТА,46.62,558.0,257.49,344.0,10.0,11,9,2021
1933240,28-09-2021,Республика Бурятия,АПТЕКИ,0.0,0.0,312.24,312.0,10.0,28,9,2021
1934581,19-09-2021,Республика Бурятия,НКО,60.0,54.0,20.97,33.0,2.9,19,9,2021
1938509,21-09-2021,Республика Бурятия,РАЗВЛЕЧЕНИЯ,59.42,227.0,254.87,238.0,9.9,21,9,2021
1938777,01-09-2021,Республика Бурятия,"СВЯЗЬ, ТЕЛЕКОМ",27.69,228.0,257.75,249.0,10.0,1,9,2021
1939009,18-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,4.8,18,9,2021
1939089,12-09-2021,Республика Бурятия,МУЗЫКА,60.0,167.0,104.58,135.0,5.5,12,9,2021
1942454,21-09-2021,Республика Бурятия,ИСКУССТВО,0.0,0.0,7826.34,3522.0,2.5,21,9,2021
1942523,20-09-2021,Республика Бурятия,КНИГИ,4.17,161.0,610.16,547.0,10.0,20,9,2021
1944399,15-09-2021,Республика Бурятия,СУПЕРМАРКЕТЫ,2.59,317.0,260.21,261.0,10.0,15,9,2021
1944480,06-09-2021,Республика Бурятия,ЧАСТНЫЕ УСЛУГИ,50.0,94.0,232.87,134.0,6.1,6,9,2021
1945864,12-09-2021,Республика Бурятия,АРЕНДА АВТО,50.0,212.0,123.31,156.0,9.8,12,9,2021
1946880,28-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.0,0.0,374.56,373.0,10.0,28,9,2021
1946972,06-09-2021,Республика Бурятия,"ОДЕЖДА, ОБУВЬ",12.06,837.0,227.85,250.0,8.0,6,9,2021
1948961,13-09-2021,Республика Бурятия,МЕД. УСЛУГИ,0.88,899.0,394.63,397.0,10.0,13,9,2021
1949053,14-09-2021,Республика Бурятия,ИСКУССТВО,,0.0,0.0,0.0,4.8,14,9,2021
1950197,24-09-2021,Республика Бурятия,ОБРАЗОВАНИЕ,29.09,326.0,737.43,540.0,10.0,24,9,2021
